nm_mes;nm_dia;nm_marca;nm_tipo_trecho;nm_sexo;nm_status_marital;nr_idade;fl_culpa_terceiros;nm_categoria_veiculo;nm_preco_veiculo;fl_fraude;nr_apolice;nm_cat_motorista;nr_outros_sinistros;nr_idade_veiculo;fl_testemunhas;nr_carros_envolvidos;nr_ano;nm_tipo_apolice
Abril;Sexta;Chevrolet;Urbano;Mulher;Casado;31;0;Sedan;30K até 49K;0;4747;Desatento;1;6 até 10 anos;0;2 carros;2021;Segurado + Terceiro
Abril;Sábado;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;11207;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Agosto;Segunda;Chevrolet;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;4932;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Casco
Dezembro;Sexta;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;1284;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Março;Domingo;Chevrolet;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;5853;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Maio;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;2502;Desatento;mais do que 4;6 até 10 anos;0;3 até 4 carros;2021;Apenas Casco
Dezembro;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;6327;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Julho;Sábado;Chevrolet;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;8581;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Maio;Sexta;Chevrolet;Urbano;Mulher;Solteiro;31;0;Sedan;30K até 49K;0;12449;Desatento;nenhum;3 até 5 anos;0;1 carro;2023;Apenas Casco
Maio;Segunda;Chevrolet;Urbano;Homem;Casado;31;0;Sedan;30K até 49K;0;11927;Desatento;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Setembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;31;0;Sedan;30K até 49K;1;14580;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Dezembro;Sexta;Chevrolet;Urbano;Homem;Solteiro;31;0;Esportivo;30K até 49K;0;865;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Quinta;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;5314;Desatento;mais do que 4;6 até 10 anos;0;2 carros;2021;Apenas Terceiro
Julho;Sábado;Chevrolet;Urbano;Mulher;Solteiro;31;0;Esportivo;30K até 49K;0;6706;Desatento;nenhum;3 até 5 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Domingo;Chevrolet;Urbano;Mulher;Casado;31;0;Esportivo;30K até 49K;0;9040;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Terça;Chevrolet;Urbano;Homem;Casado;31;0;Esportivo;30K até 49K;0;8984;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Agosto;Segunda;Chevrolet;Urbano;Mulher;Solteiro;31;0;Esportivo;30K até 49K;0;7999;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Agosto;Sexta;Chevrolet;Urbano;Homem;Solteiro;31;1;Sedan;30K até 49K;0;4003;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Chevrolet;Urbano;Homem;Casado;31;1;Sedan;30K até 49K;0;8866;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Agosto;Quarta;Chevrolet;Rural;Homem;Casado;32;0;Sedan;30K até 49K;0;1079;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Agosto;Domingo;Chevrolet;Rural;Homem;Casado;32;1;Sedan;30K até 49K;0;7001;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Sábado;Chevrolet;Urbano;Homem;Solteiro;32;0;Sedan;30K até 49K;0;1879;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Abril;Quarta;Chevrolet;Urbano;Homem;Solteiro;32;0;Sedan;30K até 49K;1;2646;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Terça;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;3572;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Dezembro;Sexta;Chevrolet;Urbano;Homem;Casado;32;0;Sedan;30K até 49K;0;6368;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Dezembro;Sexta;Chevrolet;Urbano;Mulher;Casado;32;0;Sedan;30K até 49K;0;7029;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Janeiro;Sexta;Chevrolet;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;7032;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Terça;Chevrolet;Urbano;Mulher;Solteiro;32;0;Esportivo;30K até 49K;0;13509;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Maio;Quinta;Chevrolet;Urbano;Homem;Casado;32;0;Esportivo;30K até 49K;0;14325;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Maio;Sábado;Chevrolet;Urbano;Homem;Solteiro;32;0;Esportivo;30K até 49K;0;13246;Desatento;1;3 até 5 anos;0;1 carro;2023;Apenas Terceiro
Julho;Domingo;Chevrolet;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;5538;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Fevereiro;Quarta;Chevrolet;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;13695;Desatento;nenhum;11 até 15 anos;0;3 até 4 carros;2023;Segurado + Terceiro
Fevereiro;Sábado;Chevrolet;Urbano;Homem;Casado;32;1;Sedan;30K até 49K;0;4504;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Novembro;Domingo;Chevrolet;Urbano;Mulher;Casado;32;1;Sedan;30K até 49K;0;7526;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Março;Sábado;Chevrolet;Rural;Mulher;Solteiro;33;0;Esportivo;30K até 49K;0;8965;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Maio;Sexta;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;1;3422;Desatento;1;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Março;Quarta;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;2215;Desatento;1;11 até 15 anos;0;3 até 4 carros;2021;Segurado + Terceiro
Dezembro;Sexta;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;7398;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Sábado;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;7501;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Solteiro;33;0;Sedan;30K até 49K;0;13769;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Sábado;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;10172;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Quarta;Chevrolet;Urbano;Homem;Casado;33;0;Sedan;30K até 49K;0;13783;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Dezembro;Sábado;Chevrolet;Urbano;Mulher;Casado;33;0;Sedan;30K até 49K;0;11628;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Casco
Abril;Quinta;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;9537;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Maio;Terça;Chevrolet;Urbano;Homem;Solteiro;33;0;Esportivo;30K até 49K;0;9260;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Agosto;Terça;Chevrolet;Urbano;Mulher;Solteiro;33;1;Sedan;30K até 49K;0;569;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Janeiro;Quinta;Chevrolet;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;5357;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Junho;Domingo;Chevrolet;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;13149;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Janeiro;Domingo;Chevrolet;Urbano;Homem;Solteiro;33;1;Sedan;30K até 49K;0;9157;Desatento;de 2 até 4;11 até 15 anos;0;2 carros;2022;Apenas Casco
Julho;Quinta;Chevrolet;Urbano;Homem;Casado;33;1;Esportivo;30K até 49K;0;1434;Desatento;1;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Julho;Sábado;Chevrolet;Urbano;Mulher;Solteiro;34;0;Sedan;30K até 49K;0;3539;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;6363;Desatento;nenhum;1 até 2 anos;0;1 carro;2022;Apenas Casco
Dezembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;15031;Desatento;de 2 até 4;1 até 2 anos;0;1 carro;2023;Apenas Casco
Agosto;Sexta;Chevrolet;Rural;Mulher;Casado;34;0;Sedan;30K até 49K;0;1337;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Dezembro;Sábado;Chevrolet;Rural;Homem;Casado;34;0;Sedan;30K até 49K;1;9007;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2022;Apenas Casco
Julho;Terça;Chevrolet;Urbano;Mulher;Solteiro;34;0;Sedan;30K até 49K;0;2404;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Setembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;3161;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Quinta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;12664;Desatento;1;6 até 10 anos;0;2 carros;2023;Segurado + Terceiro
Abril;Segunda;Chevrolet;Urbano;Mulher;Casado;34;0;Sedan;30K até 49K;0;4647;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Junho;Sexta;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;10304;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Março;Quinta;Chevrolet;Urbano;Homem;Solteiro;34;0;Sedan;30K até 49K;0;7335;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Casco
Outubro;Segunda;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;10527;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Setembro;Domingo;Chevrolet;Urbano;Mulher;Solteiro;34;0;Sedan;30K até 49K;1;14514;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;13340;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Casco
Outubro;Domingo;Chevrolet;Urbano;Homem;Casado;34;0;Sedan;30K até 49K;0;13460;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Julho;Segunda;Chevrolet;Urbano;Mulher;Solteiro;34;0;Esportivo;30K até 49K;0;1981;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;1572;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Agosto;Segunda;Chevrolet;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;1145;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Domingo;Chevrolet;Urbano;Mulher;Solteiro;34;0;Esportivo;30K até 49K;0;6893;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Domingo;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;10665;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Segunda;Chevrolet;Urbano;Homem;Solteiro;34;0;Esportivo;30K até 49K;0;15143;Desatento;1;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Fevereiro;Segunda;Chevrolet;Urbano;Homem;Casado;34;0;Esportivo;30K até 49K;0;14083;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Dezembro;Sexta;Chevrolet;Urbano;Mulher;Solteiro;34;1;Sedan;30K até 49K;0;4732;Desatento;nenhum;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Maio;Segunda;Chevrolet;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;3483;Desatento;1;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Quarta;Chevrolet;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;8639;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Segurado + Terceiro
Junho;Domingo;Chevrolet;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;12764;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Dezembro;Terça;Chevrolet;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;8046;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Sexta;Chevrolet;Urbano;Homem;Solteiro;34;1;Sedan;30K até 49K;0;15132;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2023;Apenas Casco
Dezembro;Terça;Chevrolet;Urbano;Homem;Casado;34;1;Sedan;30K até 49K;0;14899;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Casco
Março;Segunda;Chevrolet;Urbano;Homem;Solteiro;34;1;Esportivo;30K até 49K;0;15320;Desatento;nenhum;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Junho;Quinta;Chevrolet;Urbano;Mulher;Solteiro;35;0;Sedan;30K até 49K;0;788;Desatento;nenhum;1 até 2 anos;0;1 carro;2021;Apenas Casco
Novembro;Sexta;Chevrolet;Urbano;Homem;Solteiro;35;1;Sedan;30K até 49K;0;947;Desatento;mais do que 4;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Sexta;Chevrolet;Rural;Mulher;Solteiro;35;0;Sedan;30K até 49K;0;5771;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Agosto;Terça;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;8345;Desatento;1;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Junho;Sexta;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;10680;Desatento;nenhum;6 até 10 anos;0;1 carro;2022;Apenas Casco
Janeiro;Terça;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;1;9204;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Sexta;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;9716;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Sexta;Chevrolet;Urbano;Homem;Solteiro;35;0;Sedan;30K até 49K;0;9202;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Outubro;Quinta;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;7393;Desatento;1;6 até 10 anos;0;2 carros;2022;Apenas Casco
Agosto;Segunda;Chevrolet;Urbano;Homem;Casado;35;0;Sedan;30K até 49K;0;14966;Desatento;de 2 até 4;6 até 10 anos;0;3 até 4 carros;2023;Apenas Casco
Setembro;Terça;Chevrolet;Urbano;Homem;Solteiro;35;0;Esportivo;30K até 49K;0;2603;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Apenas Terceiro
Abril;Sábado;Chevrolet;Urbano;Homem;Casado;35;0;Esportivo;30K até 49K;0;7355;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2022;Apenas Terceiro
Fevereiro;Domingo;Chevrolet;Urbano;Mulher;Solteiro;35;0;Esportivo;30K até 49K;0;6849;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Novembro;Quarta;Chevrolet;Urbano;Homem;Casado;35;0;Esportivo;30K até 49K;0;9829;Desatento;de 2 até 4;6 até 10 anos;0;2 carros;2022;Apenas Terceiro
Outubro;Terça;Chevrolet;Urbano;Homem;Solteiro;35;0;Esportivo;30K até 49K;0;15183;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Terceiro
Janeiro;Segunda;Chevrolet;Urbano;Mulher;Casado;35;1;Sedan;30K até 49K;0;11785;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Março;Terça;Chevrolet;Urbano;Homem;Casado;35;1;Sedan;30K até 49K;0;13421;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2023;Apenas Casco
Março;Quarta;Chevrolet;Urbano;Mulher;Casado;36;0;Sedan;30K até 49K;0;10826;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Março;Quarta;Chevrolet;Urbano;Homem;Solteiro;36;0;Sedan;30K até 49K;0;2863;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Setembro;Sábado;Chevrolet;Urbano;Homem;Solteiro;36;0;Sedan;30K até 49K;0;4295;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Outubro;Segunda;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;8481;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Março;Sexta;Chevrolet;Urbano;Homem;Casado;36;0;Sedan;30K até 49K;0;12685;Desatento;nenhum;11 até 15 anos;0;2 carros;2023;Apenas Casco
Janeiro;Sábado;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;3264;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Março;Quinta;Chevrolet;Urbano;Homem;Casado;36;0;Esportivo;30K até 49K;0;2092;Desatento;nenhum;11 até 15 anos;0;3 até 4 carros;2021;Apenas Terceiro
Janeiro;Terça;Chevrolet;Urbano;Homem;Solteiro;36;0;Esportivo;30K até 49K;0;10383;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Abril;Terça;Chevrolet;Urbano;Mulher;Solteiro;36;1;Sedan;30K até 49K;0;11832;Desatento;1;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Junho;Quinta;Chevrolet;Urbano;Homem;Casado;36;1;Sedan;30K até 49K;0;4807;Desatento;de 2 até 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Sábado;Chevrolet;Urbano;Homem;Casado;36;1;Sedan;30K até 49K;0;3686;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Setembro;Quinta;Chevrolet;Urbano;Homem;Solteiro;36;1;Sedan;30K até 49K;0;6113;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Dezembro;Segunda;Chevrolet;Urbano;Mulher;Casado;36;1;Sedan;30K até 49K;0;13314;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Agosto;Terça;Chevrolet;Rural;Homem;Casado;37;0;Sedan;30K até 49K;1;5474;Desatento;1;3 até 5 anos;0;1 carro;2021;Segurado + Terceiro
Novembro;Sexta;Chevrolet;Rural;Homem;Casado;37;0;Sedan;30K até 49K;0;5991;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Março;Quinta;Chevrolet;Rural;Homem;Casado;37;0;Sedan;30K até 49K;0;13907;Desatento;1;11 até 15 anos;0;1 carro;2023;Apenas Casco
Agosto;Sábado;Chevrolet;Urbano;Mulher;Casado;37;0;Sedan;30K até 49K;0;9608;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Fevereiro;Sábado;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;9301;Desatento;1;6 até 10 anos;0;1 carro;2022;Apenas Casco
Julho;Segunda;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;9924;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Abril;Quinta;Chevrolet;Urbano;Mulher;Casado;37;0;Sedan;30K até 49K;0;11794;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Junho;Domingo;Chevrolet;Urbano;Homem;Casado;37;0;Sedan;30K até 49K;0;13100;Desatento;1;> 15 anos;0;1 carro;2023;Apenas Casco
Março;Quinta;Chevrolet;Urbano;Mulher;Casado;37;0;Esportivo;30K até 49K;0;1047;Desatento;de 2 até 4;3 até 5 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Segunda;Chevrolet;Urbano;Homem;Casado;37;0;Esportivo;30K até 49K;0;3648;Desatento;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Terceiro
Novembro;Sábado;Chevrolet;Urbano;Homem;Casado;37;0;Esportivo;30K até 49K;0;13391;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Julho;Segunda;Chevrolet;Urbano;Homem;Casado;37;1;Sedan;30K até 49K;0;14613;Desatento;nenhum;> 15 anos;0;1 carro;2023;Segurado + Terceiro
Julho;Sábado;Chevrolet;Urbano;Homem;Casado;37;1;Sedan;30K até 49K;0;695;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Março;Segunda;Chevrolet;Urbano;Homem;Casado;37;1;Sedan;30K até 49K;0;10927;Desatento;1;11 até 15 anos;0;1 carro;2022;Apenas Casco
Junho;Terça;Chevrolet;Rural;Homem;Casado;38;1;Esportivo;30K até 49K;0;9012;Desatento;de 2 até 4;> 15 anos;0;1 carro;2022;Apenas Terceiro
Julho;Sábado;Chevrolet;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;1433;Desatento;1;6 até 10 anos;0;1 carro;2021;Apenas Casco
Maio;Domingo;Chevrolet;Urbano;Mulher;Solteiro;38;0;Sedan;30K até 49K;0;2118;Desatento;mais do que 4;6 até 10 anos;0;1 carro;2021;Apenas Casco
Julho;Terça;Chevrolet;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;3154;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Casco
Abril;Domingo;Chevrolet;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;10622;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Julho;Sexta;Chevrolet;Urbano;Homem;Casado;38;0;Sedan;30K até 49K;0;13989;Desatento;mais do que 4;> 15 anos;0;1 carro;2023;Apenas Casco
Dezembro;Segunda;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;4307;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Dezembro;Terça;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;284;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Outubro;Sexta;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;2903;Desatento;1;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Quarta;Chevrolet;Urbano;Homem;Solteiro;38;0;Esportivo;30K até 49K;0;92;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Terceiro
Janeiro;Quarta;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;8515;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Setembro;Terça;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;9772;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Terceiro
Janeiro;Domingo;Chevrolet;Urbano;Homem;Casado;38;0;Esportivo;30K até 49K;0;12144;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Terceiro
Setembro;Quarta;Chevrolet;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;11712;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2023;Segurado + Terceiro
Dezembro;Segunda;Chevrolet;Urbano;Mulher;Casado;38;1;Sedan;30K até 49K;0;4571;Desatento;mais do que 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Fevereiro;Quinta;Chevrolet;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;5600;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Apenas Casco
Abril;Sexta;Chevrolet;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;728;Desatento;de 2 até 4;> 15 anos;0;1 carro;2021;Apenas Casco
Agosto;Sexta;Chevrolet;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;3158;Desatento;nenhum;> 15 anos;0;3 até 4 carros;2021;Apenas Casco
Janeiro;Quinta;Chevrolet;Urbano;Homem;Casado;38;1;Sedan;30K até 49K;0;11846;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
Janeiro;Quarta;Chevrolet;Rural;Homem;Casado;39;0;Sedan;30K até 49K;0;8780;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Segurado + Terceiro
Junho;Domingo;Chevrolet;Rural;Homem;Casado;39;0;Sedan;30K até 49K;0;8233;Desatento;1;11 até 15 anos;0;2 carros;2022;Segurado + Terceiro
Janeiro;Domingo;Chevrolet;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;1;790;Desatento;nenhum;6 até 10 anos;0;1 carro;2021;Segurado + Terceiro
Maio;Terça;Chevrolet;Urbano;Mulher;Solteiro;39;0;Sedan;30K até 49K;0;1473;Desatento;nenhum;11 até 15 anos;0;1 carro;2021;Segurado + Terceiro
Setembro;Domingo;Chevrolet;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;2158;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2021;Apenas Casco
Novembro;Sexta;Chevrolet;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;6690;Desatento;de 2 até 4;11 até 15 anos;0;1 carro;2022;Apenas Casco
Setembro;Domingo;Chevrolet;Urbano;Homem;Casado;39;0;Sedan;30K até 49K;0;9468;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Fevereiro;Domingo;Chevrolet;Urbano;Homem;Solteiro;39;0;Sedan;30K até 49K;0;8631;Desatento;nenhum;11 até 15 anos;0;1 carro;2022;Apenas Casco
Março;Terça;Chevrolet;Urbano;Mulher;Solteiro;39;0;Sedan;30K até 49K;0;13057;Desatento;nenhum;11 até 15 anos;0;1 carro;2023;Apenas Casco
